Source	Bioentity ID	HGNC	GO Term	Reference	Evidence Type	Evidence With	Ontology Aspect	Gene Description	Synonyms	Type	Organism	Date	Source2
UniProtKB	Q13432	UNC119	GO:0005515	PMID:32296183	IPI	UniProtKB:Q6ZRY4	F	Protein unc-119 homolog A	RG4	protein	NCBITaxon:9606	20200613	IntAct
UniProtKB	Q13432	UNC119	GO:0005515	PMID:32296183	IPI	UniProtKB:Q86VY9	F	Protein unc-119 homolog A	RG4	protein	NCBITaxon:9606	20200613	IntAct
UniProtKB	Q13432	UNC119	GO:0005515	PMID:32296183	IPI	UniProtKB:Q96A56	F	Protein unc-119 homolog A	RG4	protein	NCBITaxon:9606	20200613	IntAct
UniProtKB	Q13432	UNC119	GO:0005515	PMID:32296183	IPI	UniProtKB:Q96GX8	F	Protein unc-119 homolog A	RG4	protein	NCBITaxon:9606	20200613	IntAct
UniProtKB	Q13432	UNC119	GO:0005515	PMID:32296183	IPI	UniProtKB:Q9BYQ0	F	Protein unc-119 homolog A	RG4	protein	NCBITaxon:9606	20200613	IntAct
UniProtKB	Q13432	UNC119	GO:0005515	PMID:32296183	IPI	UniProtKB:Q9BYQ3	F	Protein unc-119 homolog A	RG4	protein	NCBITaxon:9606	20200613	IntAct
UniProtKB	Q13432	UNC119	GO:0005515	PMID:32296183	IPI	UniProtKB:Q9NXU5	F	Protein unc-119 homolog A	RG4	protein	NCBITaxon:9606	20200613	IntAct
UniProtKB	Q13432	UNC119	GO:0005515	PMID:32296183	IPI	UniProtKB:Q9UKA8	F	Protein unc-119 homolog A	RG4	protein	NCBITaxon:9606	20200613	IntAct
UniProtKB	Q13432	UNC119	GO:0005813	PMID:22085962	IDA		C	Protein unc-119 homolog A	RG4	protein	NCBITaxon:9606	20120113	UniProt
UniProtKB	Q13432	UNC119	GO:0005813	PMID:23535298	IDA		C	Protein unc-119 homolog A	RG4	protein	NCBITaxon:9606	20140307	UniProt
UniProtKB	Q13432	UNC119	GO:0005829	PMID:9538874	TAS		C	Protein unc-119 homolog A	RG4	protein	NCBITaxon:9606	20030904	PINC
UniProtKB	Q13432	UNC119	GO:0006897	GO_REF:0000043	IEA	UniProtKB-KW:KW-0254	P	Protein unc-119 homolog A	RG4	protein	NCBITaxon:9606	20200613	UniProt
UniProtKB	Q13432	UNC119	GO:0007268	PMID:9538874	TAS		P	Protein unc-119 homolog A	RG4	protein	NCBITaxon:9606	20030904	PINC
UniProtKB	Q13432	UNC119	GO:0007602	PMID:9538874	TAS		P	Protein unc-119 homolog A	RG4	protein	NCBITaxon:9606	20030904	PINC
UniProtKB	Q13432	UNC119	GO:0008289	PMID:21642972	IDA		F	Protein unc-119 homolog A	RG4	protein	NCBITaxon:9606	20120113	UniProt
UniProtKB	Q13432	UNC119	GO:0008289	PMID:22085962	IDA		F	Protein unc-119 homolog A	RG4	protein	NCBITaxon:9606	20120113	UniProt
UniProtKB	Q13432	UNC119	GO:0042953	PMID:21642972	IDA		P	Protein unc-119 homolog A	RG4	protein	NCBITaxon:9606	20120113	UniProt
UniProtKB	Q13432	UNC119	GO:0042953	PMID:22085962	IDA		P	Protein unc-119 homolog A	RG4	protein	NCBITaxon:9606	20120113	UniProt
UniProtKB	Q13432	UNC119	GO:0045171	PMID:23535298	IDA		C	Protein unc-119 homolog A	RG4	protein	NCBITaxon:9606	20140307	UniProt
UniProtKB	Q13432	UNC119	GO:0045202	GO_REF:0000108	IEA	GO:0007268	C	Protein unc-119 homolog A	RG4	protein	NCBITaxon:9606	20200614	GOC
UniProtKB	Q13432	UNC119	GO:0051233	PMID:23535298	IDA		C	Protein unc-119 homolog A	RG4	protein	NCBITaxon:9606	20140307	UniProt
UniProtKB	Q13432	UNC119	GO:0061098	PMID:14757743	IMP		P	Protein unc-119 homolog A	RG4	protein	NCBITaxon:9606	20140411	UniProt
UniProtKB	Q13432	UNC119	GO:1900186	GO_REF:0000024	ISS	UniProtKB:Q9Z2R6	P	Protein unc-119 homolog A	RG4	protein	NCBITaxon:9606	20140411	UniProt
UniProtKB	Q13432	UNC119	GO:2001287	GO_REF:0000024	ISS	UniProtKB:Q9Z2R6	P	Protein unc-119 homolog A	RG4	protein	NCBITaxon:9606	20140411	UniProt
UniProtKB	Q13432	UNC119	GO:0051233	PMID:21873635	IBA	PANTHER:PTN002658567|UniProtKB:Q13432	C	Protein unc-119 homolog A	RG4	protein	NCBITaxon:9606	20180412	GO_Central
UniProtKB	Q13432	UNC119	GO:0007399	PMID:21873635	IBA	FB:FBgn0025549|PANTHER:PTN000986825|ZFIN:ZDB-GENE-030219-130	P	Protein unc-119 homolog A	RG4	protein	NCBITaxon:9606	20180412	GO_Central
UniProtKB	Q13432	UNC119	GO:0045171	PMID:21873635	IBA	PANTHER:PTN002658567|UniProtKB:Q13432	C	Protein unc-119 homolog A	RG4	protein	NCBITaxon:9606	20180412	GO_Central
UniProtKB	Q13432	UNC119	GO:0008289	PMID:21873635	IBA	PANTHER:PTN000310586|UniProtKB:A6NIH7|UniProtKB:Q13432	F	Protein unc-119 homolog A	RG4	protein	NCBITaxon:9606	20180412	GO_Central
UniProtKB	Q13432	UNC119	GO:0061098	PMID:21873635	IBA	PANTHER:PTN002658567|UniProtKB:Q13432	P	Protein unc-119 homolog A	RG4	protein	NCBITaxon:9606	20180412	GO_Central
UniProtKB	Q13432	UNC119	GO:0042953	PMID:21873635	IBA	MGI:MGI:1328357|PANTHER:PTN000310586|UniProtKB:A6NIH7|UniProtKB:Q13432	P	Protein unc-119 homolog A	RG4	protein	NCBITaxon:9606	20170228	GO_Central
UniProtKB	Q13432	UNC119	GO:1900186	PMID:21873635	IBA	MGI:MGI:1328357|PANTHER:PTN002658567	P	Protein unc-119 homolog A	RG4	protein	NCBITaxon:9606	20180412	GO_Central
UniProtKB	Q13432	UNC119	GO:0007601	PMID:21873635	IBA	PANTHER:PTN002658567|ZFIN:ZDB-GENE-050201-2	P	Protein unc-119 homolog A	RG4	protein	NCBITaxon:9606	20180412	GO_Central
UniProtKB	Q13432	UNC119	GO:0000922	PMID:21873635	IBA	PANTHER:PTN002658567|UniProtKB:Q13432	C	Protein unc-119 homolog A	RG4	protein	NCBITaxon:9606	20180412	GO_Central
UniProtKB	Q13432	UNC119	GO:0005813	PMID:21873635	IBA	PANTHER:PTN002658567|UniProtKB:Q13432	C	Protein unc-119 homolog A	RG4	protein	NCBITaxon:9606	20180412	GO_Central
UniProtKB	Q13432	UNC119	GO:0000281	PMID:21873635	IBA	PANTHER:PTN002658567|UniProtKB:Q13432	P	Protein unc-119 homolog A	RG4	protein	NCBITaxon:9606	20180412	GO_Central
UniProtKB	Q13432	UNC119	GO:2001287	PMID:21873635	IBA	MGI:MGI:1328357|PANTHER:PTN002658567	P	Protein unc-119 homolog A	RG4	protein	NCBITaxon:9606	20180412	GO_Central
UniProtKB	P04216	THY1	GO:0046549	GO_REF:0000024	ISS	UniProtKB:P01831	P	Thy-1 membrane glycoprotein		protein	NCBITaxon:9606	20060103	UniProt
UniProtKB	P04216	THY1	GO:0046549	PMID:21873635	IBA	MGI:MGI:98747|PANTHER:PTN000442448	P	Thy-1 membrane glycoprotein		protein	NCBITaxon:9606	20170228	GO_Central
UniProtKB	Q9NZN9	AIPL1	GO:0001895	GO_REF:0000107	IEA	UniProtKB:Q924K1|ensembl:ENSMUSP00000036279	P	Aryl-hydrocarbon-interacting protein-like 1	AIPL2	protein	NCBITaxon:9606	20200215	Ensembl
UniProtKB	Q9BX79	STRA6	GO:0016918	GO_REF:0000043	IEA	UniProtKB-KW:KW-0845	F	Receptor for retinol uptake STRA6	PP14296|UNQ3126/PRO10282/PRO19578	protein	NCBITaxon:9606	20200613	UniProt
UniProtKB	Q9BX67	JAM3	GO:0005902	PMID:19060272	IDA		C	Junctional adhesion molecule C	UNQ859/PRO1868	protein	NCBITaxon:9606	20190624	ARUK-UCL
UniProtKB	Q9BX67	JAM3	GO:0031941	PMID:19060272	IDA		C	Junctional adhesion molecule C	UNQ859/PRO1868	protein	NCBITaxon:9606	20190624	ARUK-UCL
UniProtKB	Q9BX67	JAM3	GO:0034333	PMID:19060272	IMP		P	Junctional adhesion molecule C	UNQ859/PRO1868	protein	NCBITaxon:9606	20190624	ARUK-UCL
UniProtKB	Q9BX67	JAM3	GO:0034394	PMID:19060272	IMP	UniProtKB:P19022	P	Junctional adhesion molecule C	UNQ859/PRO1868	protein	NCBITaxon:9606	20190624	ARUK-UCL
UniProtKB	Q9BX67	JAM3	GO:0045176	PMID:19060272	IMP	UniProtKB:P15311	P	Junctional adhesion molecule C	UNQ859/PRO1868	protein	NCBITaxon:9606	20190625	ARUK-UCL
UniProtKB	Q9BX67	JAM3	GO:0070160	PMID:19060272	IDA		C	Junctional adhesion molecule C	UNQ859/PRO1868	protein	NCBITaxon:9606	20190624	ARUK-UCL
UniProtKB	Q9BX67	JAM3	GO:0097530	PMID:19060272	IMP		P	Junctional adhesion molecule C	UNQ859/PRO1868	protein	NCBITaxon:9606	20190625	ARUK-UCL
UniProtKB	Q9BX67	JAM3	GO:1902414	PMID:19060272	IMP	UniProtKB:Q07157	P	Junctional adhesion molecule C	UNQ859/PRO1868	protein	NCBITaxon:9606	20190624	ARUK-UCL
UniProtKB	Q9P0W8	SPATA7	GO:0045494	GO_REF:0000024	ISS	UniProtKB:Q80VP2	P	Spermatogenesis-associated protein 7	HSD3	protein	NCBITaxon:9606	20141118	UniProt
UniProtKB	Q9P0W8	SPATA7	GO:0120200	PMID:21873635	IBA	MGI:MGI:2144877|PANTHER:PTN002686619	C	Spermatogenesis-associated protein 7	HSD3	protein	NCBITaxon:9606	20200313	GO_Central
UniProtKB	Q9P0W8	SPATA7	GO:0045494	PMID:21873635	IBA	MGI:MGI:2144877|PANTHER:PTN002686619	P	Spermatogenesis-associated protein 7	HSD3	protein	NCBITaxon:9606	20200313	GO_Central
UniProtKB	P14415	ATP1B2	GO:0001895	GO_REF:0000024	ISS	UniProtKB:P14231	P	Sodium/potassium-transporting ATPase subunit beta-2		protein	NCBITaxon:9606	20190924	ARUK-UCL
UniProtKB	P14415	ATP1B2	GO:0001917	GO_REF:0000024	ISS	UniProtKB:P14231	C	Sodium/potassium-transporting ATPase subunit beta-2		protein	NCBITaxon:9606	20190924	ARUK-UCL
UniProtKB	P14415	ATP1B2	GO:0045494	GO_REF:0000024	ISS	UniProtKB:P14231	P	Sodium/potassium-transporting ATPase subunit beta-2		protein	NCBITaxon:9606	20190929	ARUK-UCL
UniProtKB	P14415	ATP1B2	GO:0098984	GO_REF:0000024	ISS	UniProtKB:P14231	C	Sodium/potassium-transporting ATPase subunit beta-2		protein	NCBITaxon:9606	20190924	ARUK-UCL
UniProtKB	P61244	MAX	GO:0060041	GO_REF:0000107	IEA	UniProtKB:P52164|ensembl:ENSRNOP00000072268	P	Protein max	BHLHD4	protein	NCBITaxon:9606	20200215	Ensembl
UniProtKB	O15440	ABCC5	GO:0005886	PMID:28112518	IDA		C	Multidrug resistance-associated protein 5	MRP5	protein	NCBITaxon:9606	20200603	ARUK-UCL
UniProtKB	O15440	ABCC5	GO:0016323	PMID:31791063	IDA		C	Multidrug resistance-associated protein 5	MRP5	protein	NCBITaxon:9606	20200526	ARUK-UCL
UniProtKB	O15440	ABCC5	GO:0016324	PMID:31791063	IDA		C	Multidrug resistance-associated protein 5	MRP5	protein	NCBITaxon:9606	20200526	ARUK-UCL
UniProtKB	O15427	SLC16A3	GO:0005886	PMID:28112518	IDA		C	Monocarboxylate transporter 4	MCT4	protein	NCBITaxon:9606	20200603	ARUK-UCL
UniProtKB	O15427	SLC16A3	GO:0016323	PMID:31791063	IDA		C	Monocarboxylate transporter 4	MCT4	protein	NCBITaxon:9606	20200526	ARUK-UCL
UniProtKB	O15427	SLC16A3	GO:0016324	PMID:31791063	IDA		C	Monocarboxylate transporter 4	MCT4	protein	NCBITaxon:9606	20200526	ARUK-UCL
UniProtKB	Q9NS56	TOPORS	GO:0010842	PMID:21159800	ISS	UniProtKB:Q5BLE0	P	E3 ubiquitin-protein ligase Topors	LUN|TP53BPL	protein	NCBITaxon:9606	20120530	BHF-UCL
UniProtKB	Q9NS56	TOPORS	GO:0046548	PMID:21159800	ISS	UniProtKB:Q5BLE0	P	E3 ubiquitin-protein ligase Topors	LUN|TP53BPL	protein	NCBITaxon:9606	20120530	BHF-UCL
UniProtKB	Q9NS56	TOPORS	GO:0046549	PMID:21159800	ISS	UniProtKB:Q5BLE0	P	E3 ubiquitin-protein ligase Topors	LUN|TP53BPL	protein	NCBITaxon:9606	20120530	BHF-UCL
UniProtKB	O60313	OPA1	GO:0060041	GO_REF:0000107	IEA	UniProtKB:Q2TA68|ensembl:ENSRNOP00000002343	P	Dynamin-like 120 kDa protein, mitochondrial	KIAA0567	protein	NCBITaxon:9606	20200215	Ensembl
UniProtKB	Q9NQS3	NECTIN3	GO:0060042	GO_REF:0000107	IEA	UniProtKB:Q9JLB9|ensembl:ENSMUSP00000023334	P	Nectin-3	PRR3|PVRL3	protein	NCBITaxon:9606	20200215	Ensembl
UniProtKB	Q58EX2	SDK2	GO:0010842	GO_REF:0000024	ISS	UniProtKB:Q6V4S5	P	Protein sidekick-2	KIAA1514	protein	NCBITaxon:9606	20151008	UniProt
UniProtKB	Q58EX2	SDK2	GO:0010842	GO_REF:0000024	ISS	UniProtKB:Q8AV57	P	Protein sidekick-2	KIAA1514	protein	NCBITaxon:9606	20151008	UniProt
UniProtKB	Q58EX2	SDK2	GO:0060219	GO_REF:0000024	ISS	UniProtKB:Q6V4S5	P	Protein sidekick-2	KIAA1514	protein	NCBITaxon:9606	20151008	UniProt
UniProtKB	Q58EX2	SDK2	GO:0010842	PMID:21873635	IBA	MGI:MGI:2443847|PANTHER:PTN002236006|UniProtKB:Q8AV57|UniProtKB:Q8AV58	P	Protein sidekick-2	KIAA1514	protein	NCBITaxon:9606	20180817	GO_Central
UniProtKB	P01833	PIGR	GO:0001895	PMID:23580065	HEP		P	Polymeric immunoglobulin receptor		protein	NCBITaxon:9606	20140103	UniProt
UniProtKB	P01834	IGKC	GO:0001895	PMID:23580065	HEP		P	Immunoglobulin kappa constant		protein	NCBITaxon:9606	20140103	UniProt
UniProtKB	Q8TAM1	BBS10	GO:0045494	PMID:17980398	IMP		P	Bardet-Biedl syndrome 10 protein	C12orf58	protein	NCBITaxon:9606	20080514	BHF-UCL
UniProtKB	P01876	IGHA1	GO:0001895	PMID:23580065	HEP		P	Immunoglobulin heavy constant alpha 1		protein	NCBITaxon:9606	20140103	UniProt
UniProtKB	Q03468	ERCC6	GO:0045494	GO_REF:0000107	IEA	UniProtKB:F8VPZ5|ensembl:ENSMUSP00000066256	P	DNA excision repair protein ERCC-6	CSB	protein	NCBITaxon:9606	20200215	Ensembl
UniProtKB	Q9BZC1	CELF4	GO:1902866	GO_REF:0000107	IEA	UniProtKB:Q7TSY6|ensembl:ENSMUSP00000111483	P	CUGBP Elav-like family member 4	BRUNOL4	protein	NCBITaxon:9606	20200215	Ensembl
UniProtKB	P82980	RBP5	GO:0016918	GO_REF:0000043	IEA	UniProtKB-KW:KW-0845	F	Retinol-binding protein 5		protein	NCBITaxon:9606	20200613	UniProt
UniProtKB	Q96JP9	CDHR1	GO:0045494	PMID:20805371	IMP		P	Cadherin-related family member 1	KIAA1775|PCDH21|PRCAD	protein	NCBITaxon:9606	20171113	UniProt
UniProtKB	P0C7Q2	ARMS2	GO:0001895	PMID:18511946	IMP		P	Age-related maculopathy susceptibility protein 2		protein	NCBITaxon:9606	20100104	BHF-UCL
UniProtKB	P12273	PIP	GO:0001895	PMID:23580065	HEP		P	Prolactin-inducible protein	GCDFP15|GPIP4	protein	NCBITaxon:9606	20140103	UniProt
UniProtKB	P12271	RLBP1	GO:0001523	Reactome:R-HSA-2187335	TAS		P	Retinaldehyde-binding protein 1	CRALBP	protein	NCBITaxon:9606	20181121	Reactome
UniProtKB	P12271	RLBP1	GO:0001523	Reactome:R-HSA-2453902	TAS		P	Retinaldehyde-binding protein 1	CRALBP	protein	NCBITaxon:9606	20181121	Reactome
UniProtKB	P12271	RLBP1	GO:0005502	GO_REF:0000107	IEA	UniProtKB:Q9Z275|ensembl:ENSMUSP00000137143	F	Retinaldehyde-binding protein 1	CRALBP	protein	NCBITaxon:9606	20200215	Ensembl
UniProtKB	P12271	RLBP1	GO:0005515	PMID:32296183	IPI	UniProtKB:Q9P2G9-2	F	Retinaldehyde-binding protein 1	CRALBP	protein	NCBITaxon:9606	20200613	IntAct
UniProtKB	P12271	RLBP1	GO:0005654	GO_REF:0000052	IDA		C	Retinaldehyde-binding protein 1	CRALBP	protein	NCBITaxon:9606	20190905	HPA
UniProtKB	P12271	RLBP1	GO:0005813	GO_REF:0000052	IDA		C	Retinaldehyde-binding protein 1	CRALBP	protein	NCBITaxon:9606	20190905	HPA
UniProtKB	P12271	RLBP1	GO:0005829	GO_REF:0000052	IDA		C	Retinaldehyde-binding protein 1	CRALBP	protein	NCBITaxon:9606	20190905	HPA
UniProtKB	P12271	RLBP1	GO:0005829	Reactome:R-HSA-2454081	TAS		C	Retinaldehyde-binding protein 1	CRALBP	protein	NCBITaxon:9606	20130516	Reactome
UniProtKB	P12271	RLBP1	GO:0005829	Reactome:R-HSA-2454264	TAS		C	Retinaldehyde-binding protein 1	CRALBP	protein	NCBITaxon:9606	20130516	Reactome
UniProtKB	P12271	RLBP1	GO:0005829	Reactome:R-HSA-2465919	TAS		C	Retinaldehyde-binding protein 1	CRALBP	protein	NCBITaxon:9606	20130516	Reactome
UniProtKB	P12271	RLBP1	GO:0005829	Reactome:R-HSA-2465971	TAS		C	Retinaldehyde-binding protein 1	CRALBP	protein	NCBITaxon:9606	20130116	Reactome
UniProtKB	P12271	RLBP1	GO:0005829	Reactome:R-HSA-2466832	TAS		C	Retinaldehyde-binding protein 1	CRALBP	protein	NCBITaxon:9606	20130516	Reactome
UniProtKB	P12271	RLBP1	GO:0005829	Reactome:R-HSA-74872	TAS		C	Retinaldehyde-binding protein 1	CRALBP	protein	NCBITaxon:9606	20130516	Reactome
UniProtKB	P12271	RLBP1	GO:0005829	Reactome:R-HSA-8960973	TAS		C	Retinaldehyde-binding protein 1	CRALBP	protein	NCBITaxon:9606	20130516	Reactome
UniProtKB	P12271	RLBP1	GO:0006776	PMID:9326942	TAS		P	Retinaldehyde-binding protein 1	CRALBP	protein	NCBITaxon:9606	20030904	PINC
UniProtKB	P12271	RLBP1	GO:0007601	GO_REF:0000043	IEA	UniProtKB-KW:KW-0844	P	Retinaldehyde-binding protein 1	CRALBP	protein	NCBITaxon:9606	20200613	UniProt
UniProtKB	P12271	RLBP1	GO:0019841	GO_REF:0000043	IEA	UniProtKB-KW:KW-0683	F	Retinaldehyde-binding protein 1	CRALBP	protein	NCBITaxon:9606	20200613	UniProt
UniProtKB	P12271	RLBP1	GO:0044297	GO_REF:0000107	IEA	UniProtKB:D3Z956|ensembl:ENSRNOP00000022962	C	Retinaldehyde-binding protein 1	CRALBP	protein	NCBITaxon:9606	20200215	Ensembl
UniProtKB	P12271	RLBP1	GO:0050896	GO_REF:0000043	IEA	UniProtKB-KW:KW-0716	P	Retinaldehyde-binding protein 1	CRALBP	protein	NCBITaxon:9606	20200613	UniProt
UniProtKB	P12271	RLBP1	GO:1902936	PMID:21873635	IBA	MGI:MGI:1354168|PANTHER:PTN000019344|UniProtKB:Q5SYC1|UniProtKB:Q8IUQ0	F	Retinaldehyde-binding protein 1	CRALBP	protein	NCBITaxon:9606	20180223	GO_Central
UniProtKB	P12268	IMPDH2	GO:0060041	GO_REF:0000107	IEA	UniProtKB:E9PU28|ensembl:ENSRNOP00000040635	P	Inosine-5'-monophosphate dehydrogenase 2	IMPD2	protein	NCBITaxon:9606	20200215	Ensembl
UniProtKB	Q5VZ03	NXNL2	GO:0045494	GO_REF:0000002	IEA	InterPro:IPR029519	P	Nucleoredoxin-like protein 2	C9orf121	protein	NCBITaxon:9606	20200613	InterPro
UniProtKB	Q96JB8	MPP4	GO:0005912	PMID:15914641	IDA		C	MAGUK p55 subfamily member 4	ALS2CR5|DLG6	protein	NCBITaxon:9606	20171108	UniProt
UniProtKB	Q16706	MAN2A1	GO:0060042	GO_REF:0000107	IEA	UniProtKB:P27046|ensembl:ENSMUSP00000083928	P	Alpha-mannosidase 2	MANA2	protein	NCBITaxon:9606	20200215	Ensembl
UniProtKB	P61006	RAB8A	GO:0097730	PMID:24648492	IDA		C	Ras-related protein Rab-8A	MEL|RAB8	protein	NCBITaxon:9606	20150520	SYSCILIA_CCNET
UniProtKB	O15259	NPHP1	GO:0060041	GO_REF:0000024	ISS	UniProtKB:Q9QY53	P	Nephrocystin-1	NPH1	protein	NCBITaxon:9606	20100716	UniProt
UniProtKB	Q96RK4	BBS4	GO:0001895	GO_REF:0000024	ISS	UniProtKB:Q8C1Z7	P	Bardet-Biedl syndrome 4 protein		protein	NCBITaxon:9606	20080903	BHF-UCL
UniProtKB	Q96RK4	BBS4	GO:0005929	PMID:23943788	IDA		C	Bardet-Biedl syndrome 4 protein		protein	NCBITaxon:9606	20150130	GO_Central
UniProtKB	Q96RK4	BBS4	GO:0034451	PMID:23943788	IDA		C	Bardet-Biedl syndrome 4 protein		protein	NCBITaxon:9606	20150130	GO_Central
UniProtKB	Q96RK4	BBS4	GO:0035869	PMID:23943788	IDA		C	Bardet-Biedl syndrome 4 protein		protein	NCBITaxon:9606	20150130	GO_Central
UniProtKB	Q96RK4	BBS4	GO:0045494	GO_REF:0000024	ISS	UniProtKB:Q8C1Z7	P	Bardet-Biedl syndrome 4 protein		protein	NCBITaxon:9606	20080903	BHF-UCL
UniProtKB	Q96RK4	BBS4	GO:0046548	GO_REF:0000024	ISS	UniProtKB:Q8C1Z7	P	Bardet-Biedl syndrome 4 protein		protein	NCBITaxon:9606	20080903	BHF-UCL
UniProtKB	Q96RK4	BBS4	GO:0061512	PMID:23943788	IMP		P	Bardet-Biedl syndrome 4 protein		protein	NCBITaxon:9606	20150130	GO_Central
UniProtKB	Q9GZN2	TGIF2	GO:0060041	GO_REF:0000107	IEA	UniProtKB:Q8C0Y1|ensembl:ENSMUSP00000096745	P	Homeobox protein TGIF2		protein	NCBITaxon:9606	20200215	Ensembl
UniProtKB	P29762	CRABP1	GO:0016918	GO_REF:0000043	IEA	UniProtKB-KW:KW-0845	F	Cellular retinoic acid-binding protein 1	RBP5	protein	NCBITaxon:9606	20200613	UniProt
UniProtKB	P12755	SKI	GO:0060041	GO_REF:0000024	ISS	UniProtKB:Q60698	P	Ski oncogene		protein	NCBITaxon:9606	20110403	BHF-UCL
UniProtKB	P54845	NRL	GO:0000790	GO_REF:0000113	ISA	tfclass:1.1.3	C	Neural retina-specific leucine zipper protein	D14S46E	protein	NCBITaxon:9606	20190405	NTNU_SB
UniProtKB	P54845	NRL	GO:0000978	PMID:17335001	IDA		F	Neural retina-specific leucine zipper protein	D14S46E	protein	NCBITaxon:9606	20200522	GO_Central
UniProtKB	P54845	NRL	GO:0000978	PMID:8552602	IDA		F	Neural retina-specific leucine zipper protein	D14S46E	protein	NCBITaxon:9606	20141117	NTNU_SB
UniProtKB	P54845	NRL	GO:0000981	GO_REF:0000113	ISA	tfclass:1.1.3	F	Neural retina-specific leucine zipper protein	D14S46E	protein	NCBITaxon:9606	20190405	NTNU_SB
UniProtKB	P54845	NRL	GO:0000981	PMID:19274049	ISM	InterPro:IPR004826|InterPro:IPR004827|InterPro:IPR008917	F	Neural retina-specific leucine zipper protein	D14S46E	protein	NCBITaxon:9606	20180202	NTNU_SB
UniProtKB	P54845	NRL	GO:0001228	PMID:17335001	IMP		F	Neural retina-specific leucine zipper protein	D14S46E	protein	NCBITaxon:9606	20200522	GO_Central
UniProtKB	P54845	NRL	GO:0001228	PMID:8552602	IDA		F	Neural retina-specific leucine zipper protein	D14S46E	protein	NCBITaxon:9606	20141117	NTNU_SB
UniProtKB	P54845	NRL	GO:0003677	PMID:1729696	TAS		F	Neural retina-specific leucine zipper protein	D14S46E	protein	NCBITaxon:9606	20030904	PINC
UniProtKB	P54845	NRL	GO:0005515	PMID:10887186	IPI	UniProtKB:Q9XSK0	F	Neural retina-specific leucine zipper protein	D14S46E	protein	NCBITaxon:9606	20200613	IntAct
UniProtKB	P54845	NRL	GO:0005515	PMID:15028672	IPI	UniProtKB:Q9XSK0	F	Neural retina-specific leucine zipper protein	D14S46E	protein	NCBITaxon:9606	20200613	IntAct
UniProtKB	P54845	NRL	GO:0005515	PMID:23956131	IPI	UniProtKB:Q96CV9	F	Neural retina-specific leucine zipper protein	D14S46E	protein	NCBITaxon:9606	20200613	IntAct
UniProtKB	P54845	NRL	GO:0005634	PMID:11477108	IDA		C	Neural retina-specific leucine zipper protein	D14S46E	protein	NCBITaxon:9606	20171009	UniProt
UniProtKB	P54845	NRL	GO:0005634	PMID:17335001	IDA		C	Neural retina-specific leucine zipper protein	D14S46E	protein	NCBITaxon:9606	20171009	UniProt
UniProtKB	P54845	NRL	GO:0005654	GO_REF:0000052	IDA		C	Neural retina-specific leucine zipper protein	D14S46E	protein	NCBITaxon:9606	20161204	HPA
UniProtKB	P54845	NRL	GO:0005737	PMID:11477108	IDA		C	Neural retina-specific leucine zipper protein	D14S46E	protein	NCBITaxon:9606	20171009	UniProt
UniProtKB	P54845	NRL	GO:0005829	GO_REF:0000052	IDA		C	Neural retina-specific leucine zipper protein	D14S46E	protein	NCBITaxon:9606	20161204	HPA
UniProtKB	P54845	NRL	GO:0007601	GO_REF:0000043	IEA	UniProtKB-KW:KW-0844	P	Neural retina-specific leucine zipper protein	D14S46E	protein	NCBITaxon:9606	20200613	UniProt
UniProtKB	P54845	NRL	GO:0043522	PMID:10887186	IPI	UniProtKB:O43186	F	Neural retina-specific leucine zipper protein	D14S46E	protein	NCBITaxon:9606	20110627	UniProt
UniProtKB	P54845	NRL	GO:0045872	GO_REF:0000107	IEA	UniProtKB:P54846|ensembl:ENSMUSP00000054457	P	Neural retina-specific leucine zipper protein	D14S46E	protein	NCBITaxon:9606	20200215	Ensembl
UniProtKB	P54845	NRL	GO:0045944	PMID:17335001	IMP		P	Neural retina-specific leucine zipper protein	D14S46E	protein	NCBITaxon:9606	20171009	UniProt
UniProtKB	P54845	NRL	GO:0045944	PMID:21981118	IMP		P	Neural retina-specific leucine zipper protein	D14S46E	protein	NCBITaxon:9606	20171009	UniProt
UniProtKB	P54845	NRL	GO:0045944	PMID:8552602	IDA		P	Neural retina-specific leucine zipper protein	D14S46E	protein	NCBITaxon:9606	20141117	NTNU_SB
UniProtKB	P54845	NRL	GO:0045944	PMID:8939891	TAS		P	Neural retina-specific leucine zipper protein	D14S46E	protein	NCBITaxon:9606	20200522	GO_Central
UniProtKB	P54845	NRL	GO:0050896	GO_REF:0000043	IEA	UniProtKB-KW:KW-0716	P	Neural retina-specific leucine zipper protein	D14S46E	protein	NCBITaxon:9606	20200613	UniProt
UniProtKB	P54845	NRL	GO:1990837	PMID:28473536	IDA		F	Neural retina-specific leucine zipper protein	D14S46E	protein	NCBITaxon:9606	20200608	ARUK-UCL
UniProtKB	P54845	NRL	GO:1990841	GO_REF:0000107	IEA	UniProtKB:P54846|ensembl:ENSMUSP00000054457	F	Neural retina-specific leucine zipper protein	D14S46E	protein	NCBITaxon:9606	20200215	Ensembl
UniProtKB	P54845	NRL	GO:0003700	PMID:21873635	IBA	MGI:MGI:102567|MGI:MGI:96909|MGI:MGI:99951|PANTHER:PTN002561999|RGD:2982|RGD:3034	F	Neural retina-specific leucine zipper protein	D14S46E	protein	NCBITaxon:9606	20180613	GO_Central
